Precip,Pot_ET,Strmflw
0,4.63,0.15
2.61,5.22,0.15
27.53,3.51,0.14
0.71,2.53,0.16
0,6.31,0.17
0.11,4.95,0.16
30.79,1.28,0.16
1.52,4.25,0.18
0,5.68,0.19
0,3.39,0.2
0,5.28,0.19
8.8,2.93,0.17
0,2.19,0.16
0,6.52,0.16
0,6.05,0.16
1.8,3.04,0.15
3.99,2.31,0.15
7.62,1.73,0.15
15.9,2.62,0.15
1.52,2.22,0.22
6.1,3.44,0.27
0,4.75,0.33
0,6.58,0.28
0,7.5,0.21
0,4.53,0.17
0,6.75,0.15
1.23,4.94,0.15
0.28,5.9,0.13
7.39,4.29,0.12
4.16,3.32,0.11
6.01,5.48,0.11
9.36,5.24,0.12
2.75,3.06,0.14
2.19,2.75,0.13
24.04,4.04,0.12
1.61,4.13,0.26
11.35,4.25,0.35
2.81,4.04,0.27
1.64,6.1,0.28
7.68,5.85,0.28
19.6,5.06,0.22
1.03,5.83,0.27
29.71,4.89,0.23
12.67,4.63,0.75
5.18,4.69,1.11
9.23,3.72,1.01
6.46,5.39,0.93
0,5.35,0.47
7.73,3.31,0.31
8.65,3.37,0.32
15.64,2.17,0.81
14.78,2.31,1.17
45.29,0.8,2.92
0.01,2.2,5.18
0,5.81,5.23
0,5.5,4.03
0,5.88,1.95
7.43,1.41,0.97
12.5,4.93,0.65
1.73,4.5,1.04
7.35,3.93,1.29
0.95,5.06,0.78
3.17,2.69,0.83
0,3.74,0.68
0,3.16,0.54
1.58,1.49,0.51
1.69,3.1,0.44
4.91,1.52,0.41
1.26,2.42,0.41
4.55,4.88,0.73
0.45,6.12,0.63
0,5.78,0.52
0,4.88,0.4
17.57,4.58,0.35
0,5.89,0.33
0,5.81,0.3
0,7.17,0.28
0,6.6,0.26
0,6.46,0.25
0,3.49,0.22
0,5.51,0.2
4.38,3.84,0.19
0,5.04,0.18
0,5.01,0.17
0,5.8,0.17
0,3.12,0.16
0,4.56,0.15
0,6.06,0.15
0,5.32,0.14
0,5.55,0.14
0,3.31,0.14
0,1.97,0.14
0.1,1.14,0.14
7.08,1.34,0.14
3.63,1.36,0.15
0.38,3.27,0.16
5.63,3.63,0.17
0,4.13,0.17
0,6.03,0.16
0,3.83,0.16
0,4.95,0.15
0,2.81,0.14
0.47,1.54,0.13
0.08,4.7,0.13
0.87,4.86,0.13
0,4.84,0.12
0,1.7,0.12
3.36,3.61,0.12
0,2.28,0.12
0,3.88,0.13
0,5.2,0.14
0,4.38,0.12
0,5.17,0.11
0,4.59,0.1
0,3.73,0.1
0,3.32,0.1
0,4.95,0.1
10.6,3.49,0.1
23.45,0.9,0.11
43.67,0.56,0.14
0.39,1.26,0.22
5.6,3.06,0.27
0,2.39,0.54
0,2.45,0.48
14.41,0.79,0.28
0.52,0.59,0.23
0.1,3.95,0.22
0,4.05,0.2
0,4.31,0.21
0,1.41,0.22
0,2.8,0.19
0,3.62,0.18
0,1.25,0.16
0,3.81,0.16
0,3.31,0.15
0,3.33,0.15
0,3.56,0.15
0,2.75,0.15
0,2.94,0.15
0,3.52,0.14
0,3.43,0.13
0,1.56,0.13
0,2.44,0.13
0.38,2.1,0.13
0,2.11,0.13
29.33,1.59,0.13
6.53,0.7,0.21
0.22,3.36,0.23
0,2.5,0.2
0,2.66,0.19
0,2.92,0.17
0,2.12,0.16
0,1.51,0.16
0,2.79,0.15
0,1.33,0.15
8.55,1.37,0.16
0,2.69,0.16
0,0.96,0.15
0,2.34,0.15
1.64,1.38,0.16
37.91,0.39,0.17
1.84,0.47,0.4
31.62,0.46,0.75
4.74,0.97,1.77
2.43,0.65,1.13
0,0.84,0.91
16.28,1.2,0.63
1.28,1.49,0.48
0,1.15,0.53
0.39,1.4,0.79
20.98,0.68,0.6
11.52,0.76,0.76
0,2.38,1.72
24.5,0.39,2.23
0.11,1.31,3.84
0.39,1.66,2.45
64.33,1.25,2.32
69.64,0.54,9.84
0,2.18,15.31
0,1.98,22.34
0,2.06,19.71
0,1.27,6.54
0,1.59,3.06
8.5,0.34,2.07
32.03,0.39,2.69
0,1.16,3.68
0,0.96,3.51
3.74,1.16,3.89
23.93,0.64,3.4
0,1.49,4.58
0,1.56,4.29
0,1.9,3.75
0,2.68,2.79
0,2.02,1.64
0,1.88,1.21
4.09,1.11,1.02
1.08,1.73,0.92
1.91,1.26,0.92
7.07,0.98,1.03
26.17,0.77,1.17
31.75,1.33,1.67
0.16,1.12,4.23
1.4,1.26,5.97
0,1.33,5.85
7.45,1.27,3.63
30.62,0.41,2.96
4.05,0.39,5.52
0,0.61,3.9
0,1.38,4.18
0,0.83,3.23
0,1.71,2.12
0.1,0.86,1.43
5.95,0.86,1.16
3.78,0.41,1.09
0.62,0.92,1.18
0,2.49,1.36
0,2.01,1.22
0,1.24,0.95
0,2.06,0.8
0,1.79,0.72
0,1.26,0.72
0,1.56,0.67
0,1.24,0.63
4.92,0.9,0.57
69.95,0,1.58
1.65,0.01,2.8
0,0.13,4.23
0.42,0.41,10.07
0.29,1.19,5.65
0,1.34,3.31
15.38,0.61,2.21
1.46,0.38,1.74
0,0.18,2.37
12.72,0.72,2.95
0,1.11,3.18
16.66,0.61,3.29
44.33,0.26,10.48
0,0.76,15.31
0,1.66,15.56
0,0.99,15.19
28.38,0.3,6.44
0,0.21,7.02
0,1.12,6.44
0,1.93,6.1
36.27,0.23,4.02
10.86,0.17,6.35
0.17,0.48,8.92
0,0.33,9.73
0,1.33,7.41
0,2.16,3.93
0,2.18,2.82
0.04,0.82,1.91
0,2.42,1.49
0,1.93,1.29
0,2.99,1.14
0,2.31,1.04
0.88,1.72,0.96
22.49,0.62,1.23
0,0.61,2.4
0.13,2.32,3.14
0.06,2.68,2.37
0,1.44,1.62
3.66,1.13,1.18
18.91,0.26,1.46
0,2.88,2.75
0,1.82,3.26
0,2.1,2.74
6.18,2.18,1.63
67.22,1.11,4.22
0,4.95,11.5
0.44,3.92,12.68
0,2.69,12.93
0,2.28,4.85
0,1.69,3.05
0,1.8,1.96
0,2.46,1.33
0,1.9,1.14
0,3.23,1.03
0.86,1.15,0.94
8.25,0.37,0.89
0.16,0.58,0.98
0,3.65,1
0,3.94,0.99
17.46,0.92,1.36
0,0.83,2.03
0,2.63,1.79
31.91,0.63,1.42
11.46,0.98,3.09
0.11,3.86,5.99
32.95,0.79,6.7
0,5.06,12.1
0,3.51,9.2
0,4.08,7.19
1.79,0.81,4.17
0,2.58,2.31
28.86,3,1.62
0,2.47,2.35
0,4.66,4.56
0,2.01,5.27
42.6,0.82,4.05
108.11,0.71,4.92
35.29,0.47,21.97
0.71,0.38,36.4
0.09,2.31,35.27
0,4.34,23.97
0,5.34,7.93
0,6.21,3.44
32.44,4.14,2.45
29.26,3.83,8.02
0,5.47,11.57
0,5.04,15.69
0,4.89,10.68
1.74,2.14,3.74
1.2,1.6,2.62
0.04,3.75,1.81
0,3.46,1.49
9.08,0.82,1.33
14.55,2.2,1.98
0,4.6,2.31
0,5.36,2.03
0,5.85,1.49
0,5.89,1.14
0,2.13,0.98
0,1.56,0.9
0,2.44,0.83
0,2.66,0.78
0,1.86,0.73
1.4,1.44,0.69
0,5.81,0.66
0,5.89,0.62
0,7.07,0.59
4.25,3.37,0.55
0.1,4.35,0.55
0,5.06,0.54
0,3.71,0.5
0.22,2.05,0.48
0,6.13,0.47
0,5.12,0.46
0,3.08,0.43
48.7,0.77,0.43
0.35,2.73,2.08
0,6.17,1.58
2.64,1.95,1.46
29.09,2.36,1.01
33.21,1.25,1.38
35.66,1.15,3.93
0.33,2.62,8.33
2.5,5.02,8.71
0.21,6.63,7.46
0,2.98,4.47
0,5.39,2.4
0,5.5,1.53
0.47,3.69,0.89
1.86,2.7,0.73
0,6.55,0.65
0.08,1.66,0.59
0,4.32,0.54
0,5.43,0.51
0,5.74,0.48
3.08,2.18,0.47
0,1.65,0.54
10.5,1.72,0.48
11.82,2.53,0.63
0,6.37,0.74
0,6.62,0.53
0,6.42,0.44
0,4.77,0.39
0,4.5,0.37
0.13,6.12,0.35
2.15,4.07,0.34
29.46,4.18,0.34
2.72,2.74,0.55
29.94,1.04,0.53
5.26,1.06,0.96
1.11,2.07,1.44
14.61,3.66,1.17
0.94,0.82,1.31
0.18,1.84,1.05
3.82,3.1,0.8
6.5,2.13,0.67
3.97,2.01,0.62
17.84,2.6,0.69
23.21,2.27,1.16
1.65,3.73,2.26
5.81,2.39,2.82
0,4,2.25
0,5.95,1.47
0,4.14,0.86
0.23,4.99,0.63
1.74,4.99,0.55
0.67,2.14,0.49
0.4,7.03,0.49
0,6.76,0.44
0,6.04,0.38
0,6.91,0.36
0,6.83,0.34
0,6.66,0.32
0,6.11,0.31
0,5.14,0.3
0,5.39,0.29
0.1,3.65,0.28
1.28,2.1,0.27
0,2.81,0.27
1.02,3.14,0.26
0.23,4.23,0.26
3.85,6.66,0.26
1.16,4.99,0.27
0,4.35,0.3
0,6.83,0.32
0,6.83,0.28
11.96,6.21,0.31
0.25,3.16,0.29
0.94,4.55,0.25
4.37,3.65,0.24
0.01,5.09,0.25
0,6.11,0.23
1.91,3.83,0.22
2.97,1.42,0.22
13.72,0.78,0.24
7.25,2.94,0.3
5.36,4.1,0.33
5,4.39,0.34
0,5.52,0.32
12.21,3.98,0.35
0,4.7,0.39
3.4,5.95,0.37
0,5.48,0.38
0,6.42,0.31
0,3.83,0.25
0.24,2.12,0.23
0,6.5,0.22
0,5.88,0.21
0,5.69,0.21
21.29,4.2,0.2
0,6.14,0.2
0,6.01,0.24
0.11,5.63,0.26
0,6.23,0.23
0.26,3.93,0.21
0.25,5.5,0.2
0,6.41,0.2
0.79,6.4,0.19
7.44,2.45,0.2
0,3.37,0.22
0,5.27,0.21
2.38,4.84,0.2
0,6.63,0.19
0,2.95,0.18
1.37,3.99,0.17
0.13,4.94,0.17
0,4.15,0.17
0,3.62,0.16
0.48,1.9,0.16
15.9,1.33,0.18
1.47,1.99,0.22
0,2.34,0.21
0,5.66,0.19
0,5.62,0.18
11.97,2.31,0.17
4.6,0.62,0.19
1.67,1.79,0.21
0,4.94,0.22
0,5.38,0.2
0,5.41,0.18
0,5.64,0.17
0,4.28,0.16
4.98,1.1,0.16
27.55,1.31,0.19
2,2.82,0.3
0.1,4.61,0.27
0.71,4.78,0.22
0,4.99,0.2
0,3.8,0.19
0,3.79,0.18
0,4.05,0.17
0,4.75,0.17
0,4.48,0.17
0,4.69,0.17
0,4.68,0.17
0,4.87,0.17
0,3.84,0.16
0,2.5,0.16
0.06,4.37,0.16
0.71,2.04,0.16
0,2.26,0.16
0,2.82,0.16
0,4.09,0.16
0.66,1.19,0.16
2.45,0.97,0.16
12.55,0.41,0.17
0.71,3.42,0.19
0,3.58,0.19
0,3.42,0.19
0,2.48,0.18
0,4.07,0.18
0,1.79,0.18
3.09,3.16,0.18
0,2.67,0.18
0,1.19,0.17
19.1,0.8,0.17
0,0.62,0.19
0,1.09,0.19
0,1.24,0.19
0,3.41,0.19
0,3.17,0.18
0,3.22,0.18
0,1.24,0.17
0,3.24,0.17
0,1.24,0.17
0,1.74,0.17
0,3.39,0.17
0,1.71,0.17
12.81,0.49,0.17
0,2.83,0.18
0,1.22,0.19
7.71,0.51,0.2
0.11,2.6,0.2
0.26,1.59,0.2
0,1.59,0.19
0,0.76,0.18
0,2.19,0.18
0.29,0.39,0.18
2.74,1.63,0.18
6.49,2.78,0.19
0,2.09,0.21
0,2.27,0.21
0,2.18,0.2
59.31,1.79,0.2
1.13,2.34,0.59
0,2.58,0.87
18.37,0.36,0.67
38.75,0.52,0.91
0,0.94,1.58
0,1.99,1.34
0,1.02,1.22
27.54,0.34,0.73
0,2.15,0.74
0,1.67,0.9
0.2,0.73,0.92
0,0.69,0.64
0,1.09,0.48
26.91,1,0.41
0.01,1,0.85
22.18,0.83,1.12
12.13,1.59,2.5
0,1.75,2.84
0,1.36,2.87
0,1.44,2.13
2.56,1.12,1.04
35.63,1.68,1.21
0,0.64,2.69
10.66,0.4,3.31
0.01,0.9,3.41
0.04,1.97,2.1
1.65,0.78,1.36
0,1.31,1
0.27,2.07,0.78
0,0.78,0.67
0,0.56,0.6
26.3,0.69,0.56
3.66,0.27,0.84
0,0.37,2.05
0,1.11,2.56
0,0.62,1.97
0,0.79,1.02
47.84,0.5,0.78
16.81,0.29,5.3
0,1.51,6.01
0,1.39,6.16
0,1.16,6.2
0,1.23,2.99
0,0.66,2.03
0,0.94,1.28
0,1.13,1.03
0,1.51,0.91
0,1.75,0.82
0,1.11,0.73
0,1.87,0.67
8.92,1.07,0.63
20.65,0.57,0.7
0,1.57,2.32
0,0.69,3.44
0,0.44,2.85
0.04,0.77,1.77
8.96,0.09,1.25
0.42,0.13,1.25
12.37,0.18,1.19
19.35,0.13,1.85
0,1.41,4.04
0.1,0.97,4.34
0,1.49,3.63
0,1.27,2.3
13.15,0.59,1.36
6.45,0.05,1.39
0,0.17,2.3
0.1,0.39,3.01
0,1.7,2.44
0,0.48,1.57
0,1.97,1.17
0,2.3,0.97
0,1.05,0.83
0,1.18,0.73
0.03,2.29,0.67
5.03,1.35,0.64
0,2.08,0.67
0,2.46,0.65
0,1.78,0.61
0,1.83,0.58
0,2.23,0.55
2.63,1.42,0.53
8.16,0.64,0.53
0.06,1.64,0.58
34.02,0.58,0.87
0,1.42,3.84
0,2.55,4.56
1.25,2.74,4.71
20.1,1.84,4.29
0,2.44,4.69
0,1.37,4.73
2.75,0.81,3.54
0.13,1.17,2.21
1.7,1.33,1.48
0,1.4,1.18
0,3.11,0.99
0,2.04,0.85
0,2.96,0.74
27.07,1.62,0.68
0.43,0.41,2.2
0.13,0.99,3.58
0.31,2.06,3.87
0,2.61,2.66
0,0.71,1.48
12.22,0.22,1.32
0.24,1.44,1.48
63.14,0.17,7.37
0.09,0.64,11.06
0.14,2.79,10.96
0,3.78,10.63
0,3.1,4.81
0,1.59,2.97
0,3.45,1.81
0.33,1.13,1.29
0.29,2.14,1.12
0,3.5,1.01
0,3.11,0.92
0,1.8,0.84
1.35,2.52,0.78
0,2.52,0.73
20.14,1.33,0.73
0.78,0.65,1.34
0,4.41,1.74
0,4.46,1.73
0.56,4,1.09
15.39,1.02,1.63
0,3.63,2.97
0,0.96,2.7
0,1.1,2.18
1.99,1.12,1.33
0,2.8,1
0,2.33,0.83
0,3.72,0.73
0,4.26,0.71
19.59,1.91,0.71
4.48,4.35,1.72
0.03,4.25,3.15
0,3.7,3.46
0,4.83,3.01
0,1.67,2.51
24.68,0.65,2.92
0,1.32,3.43
0,1.5,4.29
0,3.02,4.82
0,2.17,2.95
0,3.53,1.32
7.46,3.11,0.97
0.86,2.42,0.85
0.87,2.71,0.74
0,3.74,0.66
0,5.06,0.6
9.37,0.97,0.57
0,4.42,0.6
0,1.92,0.78
3.89,1.92,0.68
0,4.96,0.6
0,5.76,0.53
0,6.71,0.48
2.54,1.55,0.44
0.71,2.49,0.43
0,1.29,0.42
0,1.32,0.41
2.55,1.34,0.39
5.62,0.67,0.38
2.67,3.03,0.58
66.69,1.62,3.65
0,6.1,4.39
0,2.07,4.13
0,2.69,2.89
1.66,4.62,1.19
8.07,1.85,0.88
0,6.06,0.77
0,6.5,0.61
0,6.66,0.53
0,5.36,0.47
0,5.97,0.42
4.86,5,0.4
0,5.26,0.44
0,5.4,0.38
0,5.21,0.52
0,5.13,0.42
0,5.39,0.34
12.44,1.11,0.33
33.42,1.11,0.51
8,1.6,1.86
0,3.56,1.67
0,5.01,1.37
0,5,0.89
0,3.92,0.57
6.09,4.14,0.46
0,3.97,0.5
0,3.23,0.43
0,6.57,0.37
0,6.43,0.33
0,6.71,0.31
0,6.86,0.29
0,6.63,0.28
1.73,6.32,0.27
0,5.6,0.26
0,1.86,0.26
0,3.1,0.25
0,6.08,0.25
0,5.5,0.24
0,6.09,0.23
0,6.2,0.22
3.28,6.02,0.22
0.47,6.05,0.21
0,6.79,0.22
0.2,6.43,0.22
2.1,3.52,0.2
0.25,5.49,0.2
0,6.23,0.2
0.47,6.7,0.2
0,6.66,0.21
6.37,5.12,0.2
3.26,6.19,0.19
11.84,6.1,0.2
3.12,3.22,0.27
0.12,8.09,0.31
0,3.81,0.24
0,2.4,0.21
8.64,2.17,0.2
2.15,1.45,0.2
0.89,3.98,0.21
0.51,4.83,0.2
0,4.88,0.2
4.13,4.95,0.19
0,5.57,0.18
0,4.45,0.18
0.89,4.14,0.18
23.39,4.96,0.19
0.17,4.28,0.24
0,6.34,0.29
0,6.47,0.24
0,6.73,0.25
21.83,5.35,0.23
10.49,1.85,0.31
5.04,2.07,0.32
0.13,4.96,0.33
6.35,2.11,0.31
2.87,1.79,0.27
0,5.1,0.26
0,5.91,0.25
0,6.93,0.21
0,6.65,0.19
0,7.09,0.18
7.78,3.12,0.17
2.24,3.63,0.18
1.08,4.53,0.18
0.07,5.51,0.18
0.33,3.31,0.18
24.89,2.1,0.17
0.02,4.4,0.25
2.36,3.85,0.26
0.2,3.17,0.31
1.66,1.44,0.33
3.08,1.09,0.26
22.26,1.55,0.33
3.8,1.89,0.49
3.85,1.99,0.36
0.4,3.15,0.32
36.34,2.09,0.35
2.8,2.49,0.69
2.1,3.64,0.5
0.03,3.52,0.4
27.09,2.29,0.37
11.32,4.96,0.48
12.06,1.62,0.71
9.58,1.8,0.93
0.15,3.48,0.89
0,5.25,0.63
3.81,3.42,0.45
0,6.06,0.38
0,2.6,0.34
9.01,3.02,0.3
0,5.59,0.3
11.87,4.84,0.28
2.34,4.52,0.25
1.48,5.19,0.23
0,4.42,0.22
2.1,3.04,0.25
11.35,3.03,0.24
2.58,2.54,0.22
0.3,1.49,0.22
0,2.37,0.25
0,2.34,0.24
0,5.97,0.2
0.21,4.41,0.18
2.08,3.45,0.18
0.12,2,0.18
0,6.15,0.17
0,6.17,0.17
0,6.31,0.16
0,4.32,0.15
0,2.01,0.15
1.12,3.57,0.15
0.03,4.58,0.14
0,4.74,0.14
0,5.93,0.14
2.68,5.06,0.14
0.09,3.25,0.14
0.09,6.55,0.13
0,3.73,0.13
0,2.64,0.13
0,5.95,0.13
0,4.88,0.12
0,4.21,0.12
0.25,1.89,0.12
0,3.81,0.12
0.09,3.51,0.12
0,4.76,0.12
0,3.76,0.12
0,5.22,0.12
0,4.18,0.12
0,3.09,0.11
0,2.84,0.11
0,4.18,0.11
0,4.1,0.11
0,3.35,0.11
0,1.26,0.11
0,1.71,0.12
0,1.49,0.12
0,1.66,0.12
14.17,0.61,0.13
7.25,1.34,0.15
4.33,1.1,0.15
0,3.72,0.16
0,2.18,0.15
0,3.67,0.15
0.16,1.43,0.14
17.29,2.59,0.16
0.33,3.03,0.2
49.63,0.83,0.31
0.33,1.66,0.63
13.48,0.86,0.64
10.27,1.26,0.48
108.76,0.7,0.77
28.03,0.5,7.79
17.49,0.55,10.86
6.04,1.02,15.82
0.06,2.17,12.49
0,2.79,5.95
0,2.64,3.26
0,2.05,1.32
0,2.57,0.87
0,3.37,0.68
0,4.03,0.58
29.48,1.76,0.53
20.57,0.58,2.7
0.06,1.56,3.36
0.19,1.06,3.8
0,2.82,2.82
0,2.7,1.28
0,1.22,0.79
0,2.43,0.62
0,2.95,0.54
3.61,2.08,0.49
0,1.71,0.46
0,1.81,0.44
0,2.11,0.42
0,2.17,0.39
14.81,1.43,0.37
18.57,1.75,0.39
0.04,1.36,1.26
10.56,1.16,2.57
0,0.49,2.28
0,2.27,1.53
0,1.08,1.27
0,1.91,0.83
0,1.1,0.6
0,1.72,0.5
0,1.94,0.45
0.09,0.91,0.41
48.85,0.5,0.75
0,1.94,3.04
0,2.11,3.53
0,1.49,3.61
0,1.66,2.15
24.7,0.21,1.19
0,1.91,1.59
18.25,0.56,4.12
6.31,0.09,7.09
0,1.36,4.87
0,1.54,3.43
0,1.38,2.65
0,0.99,1.57
0,1.75,1.1
0,1.67,0.93
0,0.8,0.81
0.36,1.32,0.73
0,0.97,0.66
0.01,1.83,0.62
0,1.54,0.58
0,1.06,0.56
0,1.09,0.53
0,0.57,0.51
0,0.42,0.5
0.03,0.74,0.49
0.34,1.92,0.48
0,0.82,0.46
0.1,1.39,0.45
1.16,0.99,0.44
0,1.49,0.43
0,0.77,0.43
0,0.96,0.42
0.29,0.9,0.42
0,1.31,0.42
18.01,0.77,0.42
5.97,0.58,0.89
0.91,0.48,1.51
4.48,0.2,1.47
0,0.49,1.19
0,1.22,0.81
0,0.87,0.71
0,1.72,0.62
0,1.07,0.56
0,1.13,0.51
1.65,1.02,0.48
0.21,0.72,0.46
0,1.1,0.43
0,0.68,0.42
0,0.95,0.42
0,0.98,0.42
28,0.76,0.41
0.83,0.21,1.07
0,1.66,1.78
0,2.18,1.98
0.13,0.97,1.22
0.06,0.98,0.78
0,0.97,0.61
0,0.78,0.54
1.82,1.02,0.52
0.04,2.35,0.52
0,1.8,0.51
22.42,0.4,0.51
0,0.3,1.16
0,1.8,1.61
6.32,0.19,1.71
41.75,0.13,1.28
3.26,0.12,4.18
0,0.14,5.3
0.11,0.32,5.89
22.1,0.34,4.22
34.23,0.04,5.85
0,0.42,8.84
0,0.77,8.99
0,2.01,7.98
0,2.21,3.89
4.26,1.45,2.52
33.54,0.43,3.7
0,2.47,5.76
0,1.98,6.16
0,1.34,5.1
0,2.14,2.82
0,2.66,1.95
0,2.38,1.29
0,1.49,1.08
0,0.57,0.96
0,1.98,0.88
0,2.2,0.81
0,1.53,0.75
0.2,1.34,0.71
26.06,0.36,0.78
42.02,0.23,4.24
0,0.4,8.96
0.3,0.34,8.54
2.23,1.86,7.64
23.09,0.35,5.62
0,1.58,5.59
0,2.41,4.42
2.18,2.18,3.21
0.04,3.04,2.26
0,4.01,1.54
0,2.71,1.22
0,0.95,1.05
0.09,1.66,0.95
0,2.62,0.88
0,2.31,0.82
0.09,1.57,0.77
0,1.41,0.71
0.01,1.25,0.68
0.01,2.43,0.65
0.56,0.99,0.61
1.44,3.66,0.6
0,3.94,0.58
0,4.58,0.55
17.67,1.53,0.54
4.15,1.05,1.06
0,0.55,1.1
2.53,2.4,1.09
0.24,4.37,1
0,4.85,0.86
0,3.14,0.76
12.84,0.64,0.67
0.47,3.63,0.77
0,3.42,0.84
4.31,2.49,0.79
15.86,2.86,0.94
0.23,3.54,1.26
5.28,4.24,1.44
0,5.81,1.15
0,5.22,0.86
14.24,1.26,0.73
0,4.57,0.86
0,5.42,1.05
0,4.08,0.98
0,4.66,0.64
0,3.89,0.56
2.49,2.08,0.5
10.86,0.74,0.46
0.31,2.21,0.49
8.66,1.36,0.54
1.31,1.77,0.69
0,5.11,0.75
0,5.45,0.68
0,5.29,0.57
0,4.49,0.49
0,3.29,0.43
0,4.8,0.4
0.11,3.64,0.37
2.83,2.58,0.36
16.11,2.91,0.38
0,2.76,0.46
22.24,1.22,0.71
4.13,2.23,0.79
5.58,2.35,0.78
0,5.68,1.04
4.21,3.66,0.97
3.49,1.71,0.73
0.06,3.28,0.56
0,2.26,0.47
0,4.28,0.42
0,4.73,0.39
0,2.61,0.35
2.58,4.76,0.35
0,2.84,0.35
0.17,0.94,0.34
0,3.01,0.31
0,1.89,0.3
0,4.55,0.28
0,4.43,0.27
5.11,3.21,0.26
0,6.16,0.26
0,7.07,0.27
0,4.57,0.25
0,2.39,0.23
0,3.71,0.22
0,4.48,0.22
12.17,1.89,0.21
1.26,4.85,0.23
0.04,2.5,0.24
0,6.7,0.23
0,6.49,0.22
0,6.95,0.21
0,3.7,0.21
0,5.14,0.2
0,6.22,0.2
0.08,4.25,0.19
0,5.26,0.19
0,6.23,0.19
0,5.82,0.18
0,5.95,0.18
0,7.98,0.18
0,4.56,0.17
0,3.57,0.17
0.34,3.69,0.17
0,5.19,0.16
3.44,6.25,0.16
0.51,4.1,0.17
5.52,1.5,0.2
0,2.56,0.19
0,3.73,0.19
0,3.82,0.19
0.9,2.97,0.18
0,4.82,0.19
0,3.95,0.18
29.44,0.81,0.2
4.97,0.87,0.36
0.1,6.08,0.31
0,4.19,0.25
0,5.41,0.23
0.61,5.53,0.21
4,6.32,0.19
1.18,6.47,0.18
4.95,5.36,0.19
12.96,4.78,0.18
0,4.33,0.2
0,3.05,0.22
0,5.74,0.19
7.25,4.25,0.17
4.87,3.27,0.18
0,3.3,0.22
0.27,3.14,0.19
0.36,1.08,0.17
1.42,2.19,0.17
0.16,2.06,0.17
0,3.43,0.17
0,6.64,0.16
2.87,5.28,0.16
2.14,4.14,0.16
0,6.59,0.21
0.03,6.22,0.2
8.86,6.11,0.25
10.75,4.56,0.29
11.81,2.42,0.24
3.08,4.28,0.24
0,6.26,0.28
0.06,5.02,0.32
0,3.28,0.28
0.08,3.19,0.23
24.02,1.4,0.19
47.94,1.19,0.68
9.86,2.15,2.06
1.54,2.51,1.23
0.2,3.14,0.7
2.04,2.95,0.52
0,1.73,0.43
0,4.55,0.31
0,6.15,0.25
0.95,4.15,0.22
0.47,7.02,0.2
0.66,2.06,0.19
0.81,2.98,0.21
0,2.45,0.2
0,3.21,0.18
35.04,2.2,0.18
0.18,1.6,0.29
0.29,5.42,0.27
0,6.53,0.25
0,6.14,0.22
2.4,5.46,0.19
0.39,6.31,0.18
0,4.41,0.17
2.33,4.02,0.17
26.17,1.21,0.19
47.99,1.67,2.87
2.77,3.23,6.04
0.03,4.19,1.87
0,4.63,0.98
0,1.83,0.56
0,3.26,0.42
0,4.56,0.36
0,5.66,0.32
17.64,3.74,0.28
4.02,1.87,0.27
7.53,3.69,0.27
0.74,2.16,0.39
0,4.03,0.45
0,3.5,0.35
0.01,5.17,0.31
0.21,6.03,0.28
1.41,6.77,0.25
11.94,2.09,0.24
18.87,1.74,0.23
4.04,2.8,0.24
0,3.6,0.35
0,4.79,0.26
10.8,4.59,0.25
11.25,3.92,0.24
0,4.37,0.26
0,5.31,0.34
0,4.9,0.34
0,6.2,0.28
0.09,5.18,0.24
0.28,2.12,0.22
0,4.88,0.21
0,5.07,0.2
0,5.39,0.19
0,5.35,0.19
0,4.86,0.18
0,5,0.18
0,5.36,0.18
7.28,3.27,0.18
30.7,0.86,0.24
0.46,1.59,0.37
1.2,2.31,0.29
11.28,3.23,0.25
0,4.41,0.24
0,3.31,0.24
0.16,2.64,0.23
28.8,0.6,0.29
11.59,0.7,0.52
0,1.4,0.59
0,2.94,0.47
0,3.85,0.42
0,5.03,0.35
0,3.88,0.29
0,3.46,0.26
0,3.87,0.24
0,1.88,0.23
0,3.84,0.22
0,3.84,0.22
0,2.96,0.21
0.09,2.02,0.2
0.99,2.19,0.2
12.97,0.44,0.2
2.51,0.48,0.23
0.1,1.31,0.27
0.1,0.9,0.26
0,1.62,0.25
0,1.48,0.23
0.6,0.9,0.22
3.08,0.35,0.24
37.86,0.74,0.43
0.05,0.59,0.75
1.15,1.25,0.49
8.92,1,0.77
34.11,0.37,0.75
62.62,0.65,2.67
41.65,0.67,8.36
2.49,0.3,9.75
4.93,0.35,8.96
0,0.43,8.17
5.42,0.33,5.91
0,1.11,4.93
0,2.97,3.45
0,2.57,1.85
0,2.78,1.09
0,1.15,0.81
0,2.94,0.66
0,3.24,0.59
0.14,1.94,0.54
0,0.95,0.5
0,2.52,0.47
0,0.76,0.44
0,0.3,0.41
0,0.75,0.4
4.11,0.56,0.38
0,1.06,0.39
0,2.14,0.41
0,1.06,0.39
0,1.38,0.37
0,0.63,0.35
0,1.44,0.34
0,1.1,0.33
0,0.71,0.32
0,0.74,0.32
0.1,1.1,0.32
13.38,0.86,0.32
1.27,0.33,0.4
0.23,0.34,0.44
0.7,0.84,0.42
15.58,0.82,0.41
0,1.63,0.6
0,1.84,0.63
0.22,1.52,0.54
0.21,1.13,0.46
0,1.9,0.4
0,0.87,0.37
0,1.52,0.35
0,1.58,0.33
0.01,1.41,0.32
37.4,0.52,0.34
